Post URL,Account,Views,Likes,Comments,Saved,Caption,Hashtags,Date Posted,Date Collected
https://www.tiktok.com/@xfashionworld/video/7299707852241833258,xfashionworld,12.2M,1.4M,"[ 🌚+🌝 Bella hadid didn’t even look down she just went for it, Idk dude There is no reason to put ugly stairs like that in a runway show but to embarrass and hurt the models lol, AestheticLover what's the point of that stairs 😅, funny muffler Everyone else was wearing a dress +heels whilst she was wearing pants and most likely platforms, ALIA :3 I wouldnt compare because she might had better shoes to walk in thsn other modles18h ago 995Reply 𝐟𝐚𝐬𝐡𝐢𝐨𝐧𝟒𝐲𝐨𝐮☆ · CreatorNo she didn’t. In this collection Mariacarla had the same shoes as others3h ago 75ReplyView 4 more, linlily6 Why put stairs! Heels and stairs don’t mix well 😳, froggggy101 She probably had a size shoe that actually fit her foot I don’t know why but sometimes they don’t even give them their correct shoe size to walk18h ago 285ReplyView 1 reply, ✝️🇪🇷 Oh I thought that was Bella Hadid12h ago 97Reply, quaid_tahir The beat, the walk, the talk all star., Autumn It’s the shoes23h ago 124Reply 𝐟𝐚𝐬𝐡𝐢𝐨𝐧𝟒𝐲𝐨𝐮☆ · CreatorNot the shoes3h ago 3ReplyView 2 more, Mary<3 supermodel for a reason, 💋ava💋 I'm confused there just steps rightt?, Belly Hadid Is that Candice, mish I’m confused how stuff like this happens, don’t they rehearse w their fits ?, turtle mcsnurtle 😃 Istg I can't walk up or down the stairs without looking at where I'm stepping, Megs I love this, Scotty I can do that, Jdawg Nah Joan smalls killed it in that huge gown 🖤, Free Palestine 🇵🇸 Was that adriana Lima in the first clip, Nifty Bella hadid didn’t even look down16h ago 1223ReplyView 5 replies]",60K,Other models vs #mariacarlaboscono  for Givenchy | #fashion #fyp ,#mariacarlaboscono #fashion #fyp ,11/10/2023,11/13/23
https://www.tiktok.com/@runwaynyc/video/7279894827951541547,runwaynyc,9.1M,679.2K,"[ Arielle Williams My fashion ick is golden gooses, Hully Fonseca golden goose shoes are my ultimate icks, emma my fashion ick: golden gooses, Kim they are walking fashion icks, dinglenutz Golden gooses are the ultimate ick1w ago 474ReplyView 2 replies, Lacey Hogue Golden gooses with a little flower dress 💀 girl, Gisselle My fashion ick is tube mini dresses and goyard bags, Chloe🪬🍃💨 THEY ARE LITERALLY A FASHION ICK, k The second one’s outfits looks really good, wowkapow my fashion ick is also golden gooses😅, Cdubinla Longchamp and golden goose are icks!, Del Golden gooses look like justice shoes that have been worn and used on the playground, meow.much They are both my fashion ick, head to toe., user7651767184703 wearing a cardigan but not on the shoulders lol🙂, em I lost it after she said golden gooses, Julia Morgan golden gooses are the biggest fashion ick, Cassy As she wearing a cropped sweater, 🌟 I like biker shorts…., B My ick is people saying Longchamp wrong 😐, Pinkiegirlie Y’all hating like he ain’t ask the question it’s there opinion😭]",21.8K,What are your fashion icks? #runwaynyc #streetwear #style #fashion #newyork #nyc #goldengoose #longchamp #retail101 #newbalnce #pacsun #goyard #fashionicks ,#runwaynyc #streetwear #style #fashion #newyork #nyc #goldengoose #longchamp #retail101 #newbalnce #pacsun #goyard #fashionicks ,9/17/2023,11/13/23
https://www.tiktok.com/@meganfoesch/video/7158556327399279915,meganfoesch,15.3M,1.5M,"[ neil ✨ yeezy boots. in the khaki color way. that are on your feet., dh Her Shoes!, Homoman Everything they have on, Bubbaman She wearing the yeezy boots 💀, TKtheDon_ Bros wearing a DIY chrome hearts khakis with red airforces 💀, user143686478 Worst fashion trend: jersey with whatever boots those are 💀, danadane1987 Every outfit in this video, Weakasl none of them can dress omg💀, Caprisun Fanpage factsss🤪🤪, Dani Dragun The only right answer was the emoji tracksuits, JAG Cargos and 1s but he wearing a janitor outfit 😂, Aubrey Anne Beads Your shoes…, Patrick Bateman the lady with the mic is literally the answer, Elissa🤍 “FAXXXX”👱🏻‍♀️👱🏻‍♀️👱🏻‍♀️, Poo Last dude the only dude correct 💀💀, gerardosalas877 Those boots should be on the list 😂, RayDaJoint🏆 yall not evem noticing thats her in the pics, 👽 Crazy since everyone in the video had the worst fits imaginable, Dilly 🦆 Your shoes, Paulina Why was I waiting for someone to mention the boots 😂]",49.3K,Whats the #worstfashiontrends  ?🤔👇 #fashiontrends #streetwear #streetfashion #sneakers #sneakerheads #sneakercon #fashiontips #stylefashion #streetwearstyle ,#worstfashiontrends #fashiontrends #streetwear #streetfashion #sneakers #sneakerheads #sneakercon #fashiontips #stylefashion #streetwearstyle ,10/25/2022,11/13/23
https://www.tiktok.com/@evanhirschfashion/video/7287256581186768174,evanhirschfashion,4M,357.1K,"[ CactusParent Kim rocked the transition, but it looked best on Sara, Meow :3 Kim slayer that transition 😭, Everything.Edits Kim for sure, she made the reveal look so seemless, Kaykay fr support🇵🇸🇨🇩etc Kim. She did it quick, did a spin to finish off, and that look in her eyes., kraize4step Kim had all the sass for that dress hands down!, ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ yall sleeping on klaudia, birdobrain I liked kim, sophi ˖ °. ⊹ | 樂-STAR Kim ate that spin, ☆Ems☆ Kim understood the assignment, ☆GenZfinest☆ KIM AND KLAUDIA, ༻zeke༺ Kim slayed, Evelyn Rubio Totally Kim,Kim you slay that dress, Unknown Kim ate that, analisaromero910 I like both Sara and Kim, Gwen #2, 💞🔪༺𝓹𝓮𝓻𝓬𝔂 •ᴗ•༻🐞🐈‍⬛ Kim is simply 🔛🔝 just slaying casualy, brittanyklein425 def kim, IRISKA and FELIX Kim and Claudia, Nat21.xo It looked best on Sara, but Kim’s transition was AWESOME, Shes just katie. sara kinda served]",15.7K,I think they all slayed! What do you think?! 🧡💙 #fashiondesigner #fashiondesign #transformingdress #transformingdresses #costumedesign #costumedesigner #reveal #fashionweek #nyfw #2in1dress #fashionindystry #fashionforyou #fashiontiktok @Tamron Hall Show ,#fashiondesigner #fashiondesign #transformingdress #transformingdresses #costumedesign #costumedesigner #reveal #fashionweek #nyfw #2in1dress #fashionindystry #fashionforyou #fashiontiktok ,10/7/2023,11/13/23
https://www.tiktok.com/@hahahallberg/video/7204888387323530501,hahahallberg,124.1M,8.9M,"[ user8483103812837 it's criticism on fast fashion, Soph26 I get it’s about fast fashion but was the wall suppose to fall down🤣, AOC🫧 i love this take on fast fashion, Flamegyal Yall aren't ready to talk about performative runways, this was a message about fast fashion, Yall haters need to study more, Emelie🇬🇷 thats honestly a cool concept, poet🎧 guys i think it was criticism on fast fashion idk tho, bebe 🎸 this is brilliant, G🫶 It’s criticism on fast fashion it’s done purposely, Kwasii🌱 That wall was a well paid actor!! Its bills is paid off in FULLL ✨, 111 I LOVE THIS, leftsidetwix nah the wall falling down was a clever ending and so funny😂, user1882536517641 shein fashion show, Vicky Vicious this is actually cool, NadiaMedia They want us to stop buying fast fashion but want us to buy overpriced fashion instead, woktheasianpan this looks like a success to me with their goal as criticism on fast fashion, Eden Madison If they want to discourage fast fashion, make their prices more fair and be more size inclusive., corey🥯 this is such a good idea, Naijabaddie I see it’s a criticism on fast fashion but I feel like higher end brands don’t get a say when they’d never create a cheaper alternative for people, 🎀 𝓚𝓪𝓽𝔂 🎀 It looks like it’s on purpose., Cheeks of thunder Rich people criticizing fast fashion (they will proceed to make quality clothing worth a leg)]",544.7K,@AVAVAV  Fashion Show #milanfashionweek #fail #fashionfail #fashionweek #funny #lol #fashion ,#milanfashionweek #fail #fashionfail #fashionweek #funny #lol #fashion ,2/27/2023,11/13/23
https://www.tiktok.com/@xfashionworld/video/7284313864164887838,xfashionworld,17.1M,1.4M,"[ vvsu96 I remember the day Victoria Beckham didn’t want to dress the Kardashians lol, Yh Anna wintour literally said hi ahha, Katie✨ Could you imagine someone being late then walks in with a whole camera crew just standing in front of you.., Softant Who is this Anna Wintour?, PB&TikyToky You all think Anna doesn’t choose who sits next to her??? 😂, Jalissa She said hi, she prob just doesn’t do hugs, Abisai The whole camera crew following her lol, Emikim21 Who’s Anna Wintour??, bryson some of y’all are too young to understand the crown anna holds in the fashion world, RJW You can see she says hi right before she sits ??, Kimberle 💐 Ok but she looks 😍😍😍, Marie Marie Nobody talking about how she ignored Eva Longoria?!!, camillezea I like Anna, Abby🫧 I’m Anna Wintour lmaoo 😂, Keihonei Y’all read to much into stuff, sarasalvaje5 I think she was waiting for Kim to say to hi to her… AND Kim did not care at all… yo go Kim!!!, Tik Toker she literally said hi and smiled, Jared No no no…it’s Anna wintour that needs to be recognized by kim😂, Eveline Anna doesn’t like late tho]",38.5K,Im sorry but Anna is TOO ICONIC 😭 #kimkardashian #annawintour #victoriabeckham #fashion #fyp ,#kimkardashian #annawintour #victoriabeckham #fashion #fyp ,9/29/2023,11/13/23
https://www.tiktok.com/@formulate/video/7208785969439313194,formulate,12.2M,2.8M,"[ t Lemonade is a top tier beverage great choice sinister, drea. I love 70s fashion, SINCLAIR MONNET yesssiiirrrrr, msxkeworlddd Outfit!! ❤️‍🔥, diane it's giving ✨️brian may✨️, stargazer Looks fun, piece of cloth this is so sweet 🥰 today a drunk man said he had to tell me I looked like a nun from a nunary, purely because I was wearing a white beanie 🙃, blossom i always get told i look like janis joplin it’s the best thing to hear ever, HELLAFINE.9 did you shift here ?, Woso aaah you’re too cool, 𝐒𝐈𝐄𝐍𝐍𝐀 yr so cool, i wanna dress like this, Natasha Ohmygod brooo 😭, Addalyn Jules 🤍 Eddie Munson, Nina Kynde @Sofie Kynde Wait- this person looks kinda like Conan Gray]",175.8K,"Yes, this actually happened and she was the sweetest customer❤️ hope she sees this #vintage #vintagefashion #fashion #fashiontok #70sfashion #70s #bellbottoms #foryoupage #foryou #fyp #viral ",#vintage #vintagefashion #fashion #fashiontok #70sfashion #70s #bellbottoms #foryoupage #foryou #fyp #viral ,3/9/2023,11/13/23
https://www.tiktok.com/@evie.magazine/video/7280659599152237867,evie.magazine,2.8M,363.9K,"[ sidney all i’ve seen abt kate young is how people are firing her, Emily 🌈 Erin Walsh picks the prettiest colors for her, Athena Erin Walsh is a vibe. Love it., Ezra Kate had her dressed like Millie from scandal, Abigail Her old stylist was classy, but out dated. Her new looks classy, but up to date., Carter Erin really brought all that youth back!! Kate seemed to age her, aud (allegedly) does kate young have beef with all the celebs she styles?, vane bless you erin walsh 🙏🏼, ❤︎ Her style makes her look even more younger and happier, ✩ alyssa ✩ erin knows a bright winter when she sees one, Jessica Ive been dreaming of the day she got a new stylist, Hannah I like the pink set just not for her, Lexxx_🥰 But can we agree that the pink fit ate??, วαԃєєєє Her & law roache can literally the best !!, Audiofeil she looks like Jessie j in that second pic, jenn | ugc creator I don’t get it tho, did she not realize?, Micahs mom erin walsh dresses her like the grown ass women she is and not a disney channel girl, India office fashion Erin Walsh is boss, KT wait I didn't know this! I love how Erin Walsh styles Anne Hathaway]",7052,"Kate Young has been receiving heavy criticism over her red-carpet choices, and some of her A-list clients have switched to different stylists – and we don't blame them. (this an opinion piece & this vid is made for entertainment purposes). #selenagomez #selena #kateyoung #stylist #fashion ",#selenagomez #selena #kateyoung #stylist #fashion ,9/19/2023,11/13/23
https://www.tiktok.com/@wholovewomen/video/7277173232141077793,wholovewomen,6.4M,382.1K,"[ bomb1991 THE REAL MODELS, Mohamed Boutyarzisset 💋💋💋💋🥰🥰🥰🥰🫶🫶🫶🫶🫶🌹🌹🙏, JIMENEZ My god🔥🔥, Cocina Nativa_ EC @Beatriz Corbett the queen, . Algorithm, Daniela 😘 God 😍😍, cassandrafyeee incredible 😳, ALEx perfect!!!, Martin J Pickering Holy mother of god, victorvela407 Thunder, Thunder, Thunder aahhh!!!, Fatahbih Algorithm, TJ Poucher Algorithm, David :v y karely ?, hidden Deciple thought that was Riley Reid, . is this not riley reid, z.o.r.a.n.007 perfect😘🥰💖🔥💞💐🌹💝, Sylvan04🇹🇬🏴󠁧󠁢󠁥󠁮󠁧󠁿🇺🇸 Cute🔥, Dalton Gill peachy🤤, BLACK WOLF i want iwant, Sundance66 JUST MY TYPE
PERFECT
WOULDN'T CHANGE A THING 😉😎]",65.8K,Beatriz Corbett 😍 #fyp #pourtoi #fashion #model #bikini #beatrizcorbett ,#fyp #pourtoi #fashion #model #bikini #beatrizcorbett ,9/10/2023,11/13/23
https://www.tiktok.com/@paradiseversion/video/7281688778077523206,paradiseversion,3.3M,764.5K,"[ stellulars i feel like a lot of ppl blame the models for this but they’re told how to walk before they need to start letting them do this more!!!, gurlyflopingnpopping😘💅 Moschino runaway😍🎀, joiscookiedough i’m living for that little spin, ☽༓   𝖎𝖁𝖄 no cuz she absolutely devoured, kinzi 🪩 oh my god she looks amazing, J A M E S I just don’t know how The designers don’t realize this just naturally breeds interesting brands, 𝐂𝐡𝐚𝐧𝐞𝐥 NOW THIS IS WHAT I CALL A MODEL, SHES ACTUALLY HAVING FUN WITH IT AND GOING ALL OUT, TAKE NOTES, Moe 🍸 it’s more like brands are finally comfortable putting on a show again!! bc models walk how they’re coached, 𝓥𝓲𝓻𝔀𝓲𝓷𝓪𝓪𝓪 🪐 ☁️ The girl behind her is serving too! What’s her name 😭, Nichelle Omg, please let all runways revert back to this 😩, charlie that’s such a cute skirt omg, aileen!! 💐 THE SPIN IS EVERYTHING, jaedengomezz FINALYYYYYY, 📀 the naomi twirl just completes it, s is it only for this show or?, sophi I love herrr, Mimi who is she? 😻, starface @MOTHER u would literally kill this look omg, ˚୨୧⋆｡˚ ⋆🕯️ Omg yes, Pilita The era of the 90s models is the best]",47.5K,Moschino SS24 #fashion #fashiontiktok #runway #fyp ,#fashion #fashiontiktok #runway #fyp ,9/22/2023,11/13/23
https://www.tiktok.com/@fashion.4.girls/video/7277916104423492896,fashion.4.girls,1.7M,254.1K,"[ ქართველ🇬🇪 Old money but i like new style too, ☆A☆ Both is fashion luv, even if it’s not your style 💋, 🫧 Fashion can be anything you want it to be! :), Her both is fashion, it's just different styles 😀, . I’m going in uni not in office, napoleon i like both, Yuri we don't call it fashion, we call it ~good taste, juliana 👨‍🎨 both are fashion actually!13h ago 0Reply, Dreamy☁️ Yesss bring it back please, ♡ゆかにが♡ Fashion is both, Mariely it is fashion, Islac Anything is fashion as long u feel good and comfortable👍, Madi Tbh I think fashion is expressing yourself with clothes, Madeline Grace All of it is 😭, HK ★ Draws They’re both fashion-, Gift both are fashion but different types the first one is on trend now, johnanderson2881 location location location, QnOKSshop 🥰🥰Wow, <3 It's just a different style 🌝, 😻starzz😻 I like first more]",26.6K,#fashion #viral #oldmoney #oldmoneyaesthetic  #,#fashion #viral #oldmoney #oldmoneyaesthetic  #,9/12/2023,11/13/23
https://www.tiktok.com/@whoisdrosol1/video/7195305724392607019,whoisdrosol1,41.3M,3.3M,"[ Empowerment Avenue “Girl with painted jeans in the bang van”💀, Takabaka So y’all remember that one girl with painted jeans in the bang van, Preslie 🙊 Girl with painted jeans in the bang van 😭, mattemb979 I liked it when she did upside down split and surprised that guy…, Ms Atl FatGyrl I would’ve been super curious too! But NOT brave enough to touch, Malachi💯🐐 It’s all fun in games until it rains, ladarkrose Strangers need to learn to ask before touching anyone at any point, _slokha_ No but like why would h go up to a random person and just touch their leg without saying anything😭, Cody Scherer if a guy did it people be screaming, Curt 👩🏻‍🎤 they could of just ask 💀, Mama Skye personally I wouldn't let that slide lol. not without permish 😂, Cdub No touchy touchy without permission!, 😶😶😶 she could have asked first LMAO, chelseydhall bet y’all didn’t even notice her shirt, zfowler126 but when i do it…, Junior📈 it’s definitely baby blue, holly wood To walk up and touch a stranger is wild, Kristin Barham I like that she uses the back of her hand at least, AUTiger2004 You see her reaction and then she sees oh you are attractive and female so I am now okay with it.]",212.5K,When strangers don’t believe your jeans are real! #fyp #bodypaint #modelsoftiktok #viralvideo #viraltiktok #artistsoftiktok #fashiontiktok #socialexperiment ,#fyp #bodypaint #modelsoftiktok #viralvideo #viraltiktok #artistsoftiktok #fashiontiktok #socialexperiment ,2/1/2023,11/13/23
https://www.tiktok.com/@pitayaq/video/7246906854079483141,pitayaq,19.1M,1.9M,"[ Agent 5 Splatoon, user you would literally be the main character in a movie and the bird would help you on a mission, Leo where's the jacket from?, rylee splatoon fit, Sean Lennon you got the astroboy boots, Celestial_hambo That is a great fit and the bird harassing you makes the video 11/1, ‘’ please do not the bird, ☆Divine🦇 New splatoon catalog Looks Great, Yumekochiii Imagine going out to the mall and forgetting you have a bird in your jacket 😂, AM I thought you had LESSERAFIM merch for a sec, K Alarcon322 the bird: LEMME TELL YOU SOMETHIN'🗣️🗣️🗣️, Hakimie Ggwp the last one lucky bird, and then there were 2 the astro boy boot!!!, Darwish Nubli The Bird HAHAHAHHAAH I WANT IT, ✮𝖂𝖎𝖑𝖑𝖎𝖆𝖒✮ bird showcase?, ♡︎𝔄𝔲𝔡𝔯𝔢𝔶♡︎ I LOVE ANRI!!!!, WrenEleven BIRD, YuanYo Splatoon ahhh fit, Grimm Jaxx the bird is def a paid actor, JDR damn thats a cool bird]",147.2K,styling my astroboy boots 🪐 astropitas! #fashion #cybercore ,#fashion #cybercore ,6/20/2023,11/13/23
https://www.tiktok.com/@yungalyy/video/7285427303331499296,yungalyy,10.6M,778.5K,"[ Kev nah she’s fed uppp w fashion week, jiji okay but she expressed the frustration of all of us parisians very well 😭, saf she dragged u so bad, baby💽 i heard “merde” so i don’t think she’s happy with you mate, Plxsaturne She's a queen, farden she say she like ur clothes and where the ebay link at for the pieces, 𝓼𝓮𝓻𝓮𝓷 🩷 guys it’s his gf lol, NigEhr30 when y‘all marriage happening?, frog 𓆏 Main character syndrom, _d_4_n_i_3_l_4_ I’m with her on this one, Jaéden 😂 nice script though!, Fake 😁 You got verified, 🫶🏻Vicky🫶🏻 What did she say ?, Osram- Lmaoo that would run my entire day, cunt She’s so real, James✌️ that’s his mrs😂, candace.roane The attitude 💀😭🤣1h ago 0Reply, ~⚜️ReaperBIH🇧🇦⚜️~ tightest jeans in atlanta, Foodiepatootie Y’all are good I thought it was real]",22.1K,What y’all think of the fit tho?🕺 #streetwear #baggyjeans #parisfashionweek #tiktokfashion ,#streetwear #baggyjeans #parisfashionweek #tiktokfashion ,10/2/2023,11/13/23
https://www.tiktok.com/@mahaylarheanna/video/7212737970963516714,mahaylarheanna,1.7M,370.1K,"[ Julia fox 🤩🤩♥️, Madison Wild Omg omg, it al gorgeous stunning amazing, ✦something studios✦ this is an amazing design 😮 and it looks so good on you !!, slothnarwhal1011 amd the strings form a star too omg, mariajosé *•. wow stunning, urban decay hold on .. u really did something here i need this, Jadeee Iconic, soph $238😬, raquel hilton 😜😜 yeah it’s 238$, snitchery Oh my gosh need, Janelle <3 so adorbs, ur mom i would actually kill for this, it girl Oh she’s gorgeous 🤩, Lyrik Sadira Need omfg, Seann Altman I love this top! Omg I need it, ur mom i’m obsessed, Armanee Sinaga I love and I need, Brandon NEED, Alvaro Looks so good on you!!! 💫🌟⭐️💫 thank you sm for sharing ❣️]",51.6K,Tying my new star top ⭐️ so aesthetically pleasing #blackgirlfashionoutfits #blackgirlfashionista #blackgirlfashionoutfit #blackgirlfashionreels #blackfashiongirl #blackfashiongirly #startop #starshirt #blackgirlfashiontok ,#blackgirlfashionoutfits #blackgirlfashionista #blackgirlfashionoutfit #blackgirlfashionreels #blackfashiongirl #blackfashiongirly #startop #starshirt #blackgirlfashiontok ,3/20/2023,11/13/23
https://www.tiktok.com/@xfashionworld/video/7259757504807079210,xfashionworld,8.2M,1.4M,"[ batman irl ‼️‼️ this is so matt stone and trey parker, ☆♡°□ nah they kinda ate tho, urfavpiscesm00n they are cesare cremonini and ballo, part of a group called “lunapop” during the end of the 90’s and the beginning of the 00’s. they still really famo, Star Idk y but they look like they were in computer generated into the show 😭, dav the guy looking back😭, lex The way none of the security interrupted them, bella theyre so fine, ghoststorries matt & trey, teal :P @rey someone said matt and trey, blairwells32 they ate I fear, ☆ clover ☆ @💤 no cus they ate, Sophie🩷🫶🏻 when he looked back😭, ᶠYͧoͨᵏu “Watch and learn.”, Mia @Liv🪩 they lowkey ate that up, 🐈‍⬛ the narrator and tyler durden, Lani 👻 Trey Parker and Matt Stone 😭, iruk I THOUGHT IT WAS MATT STONE AND TREY PARKER, Vixxxerly_da_bomb The guy in the red should be a model tho like... he's got the walk down, L🅰️N🅰️🕷 2 guys from bratz???, 💗🤫N🤫💗 They ate😭]",123.5K,iconiccc | male runway crashers at the #iceberg  fashion show. #runway #fashion #fyp #catwalk #viral ,#iceberg #runway #fashion #fyp #catwalk #viral ,7/25/2023,11/13/23
https://www.tiktok.com/@moreofjackyy/video/7274033944180346154,moreofjackyy,2.1M,567K,"[ m YALL SLEEPING ON 2??!??, elizabeth ʚ♡⃛ɞ The third one omg, Lexxie 3 is giving bratz!!! I love your looks omg, Rissa ꨄ ALL THESE DAMN, 444 3rd 4th look so good, Lee.Supremacy SECONDDDD, Karma THE SECOND ONE IS SO COOL, ♡JJ♡ THE THIRD ONE MADE ME FAINT, K🌺 ☄️ All outfits eatttt😫, Trinityy 🫶🏾 If I had your closet and body I would slay all day, ' Kiaa 🌚. WHERE THE 3RD FIT FRMMM, Vane 🎸🫶🏼 I LOVE ALL THESE BUT THE WAY I WOULD GET DRESS CODED THE MINUTE I WALK IN, Amy😱 The 1st and 3rdddd atee, kaitlyn 3rd outfit ATEEE, ♡✭♡ava♡✭♡ 3 & 2😻5h ago 0Reply, damaris HOWD U CUT THE LAST SHIRT????14h ago 0Reply, raqqypoo 🌹💦⠀ ⠀ ⠀ ⠀ ⠀ 3rd outfit, L the 3rd🩷🩷🩷, ley 2 and 3 omgggg1w ago 0Reply, ꙳꥟꙳ᴘʏɴᴋᴡɪᴄᴄ꙳꥟꙳ @FelixTvT110♡☆
AHHH]",69.8K,#fitnyc #fashioninstituteoftechonology #outfit ,#fitnyc #fashioninstituteoftechonology #outfit ,9/1/2023,11/13/23
https://www.tiktok.com/@coolgirloutfits/video/7277256012992646442,coolgirloutfits,5M,689.9K,"[ gab kidcore (i was a victim of that style), фрутигер топ why are y'all shittin on acubi it's literally awesome, aurora 👩🏻‍🦰🍸 Fairy grunge and kidcore, Shirin 🩷 Kidcore, k tiktok Y2K, Nauncayyy 😽😽 Shein y2k, Stockholmsstil, kidcore, nike tech, lululemon, preppy, fairy grunge och indie, BoilingCat Kidcore, gothic, 🍒 preppy, kidcore, ""cyber y2k"" (then it’s just shein clothes with stars on it), softie style, tiktok alt, LIXIEE🩵🫧 Preppy, ﾟ+*:ꔫ:*﹤quiet +*:ꔫ:*﹤ kidcore and preppy (I WAS A VICTIM OF THOSE TWO FITS OMGG), 💟 this one, those roblox outfits, and tiktok y2k 😭😭, 🌟 tiktok preppy like actually private school preppy is so cute, mint tiktok y2k (stars etc), ❄️ indie, alt,kidcore, 𝓳𝓮𝓼𝓼𝓲𝓬𝓪.𝔀𝓱🪶 uhat , preppy , kidcore , indie🐸🌸, lululemon girls , nike tech boys , icecream boys , fairy grunge, playboi carti enthusiast y’all r tweaking w the preppy style. it’s adorable and bright, Bree(Lana's version) preppy, De_lulu___ Yes you can, it’s preppy, Maia Preppy, 123456 Indie,hippie,grunge,kidcore,preppy]",38.1K,"comment ur opinion, also dont judge the audio guys im running out of ideas ok #clothes #outfits #outfitinspo #brandymelville #fashion #style #haul #fits #ootd #inspo #fall #fit #aesthetic #joke ",#clothes #outfits #outfitinspo #brandymelville #fashion #style #haul #fits #ootd #inspo #fall #fit #aesthetic #joke ,9/10/2023,11/13/23
https://www.tiktok.com/@contemporaryfashiontv/video/7280811953256221985,contemporaryfashiontv,13.1M,1.3M,"[ Miya jewell Here me out the mom from meet the robinsons, nxtlilzz☁️ This is how I imagine Kendall acts in her home, pititediablesse Am I the only one laughing because the song is petit poney and as a French, well… lol, Bee its givin Stacy from Phineas and Ferb 😭, Angie WAIT THAT WAS KENDALL?? this whole time I thought it was Dixie demillio, 𝐬𝐭𝐞𝐟𝐢 it s giving zara vibes, @jomi_music Oh she a zara model now, . Y’all laughing but she was the one really laughing, all her way to the bank lol. At least 5 m, Gega Gega Well she became highest paid model so 😭, 💤zoe 💤 Why do I think she actually enjoyed this 🤷‍♀️, . That’s scary, Marica I actually loved this commercial, RandomDude It was probably her idea of acting, userLheng03 I disagree that this is real 😭, ♡ I know she was wanted to laugh so bad during this, Martinka Its a polish commercial😭, Clément No way she’s payed for doing this, J_Delvey i loooove this outfit, shope WHY I AM SEEING THIS FOR FIRST TIMW, user5417481975002 Not enough money in the world for me to do that]",49.4K,so how much🤑💰 they paid Kendall jenner 💅 to do this 😅 #fashion #fashiontiktok #clothes #viral #streetwear #fashioninspo #fyp #cheap ,#fashion #fashiontiktok #clothes #viral #streetwear #fashioninspo #fyp #cheap ,9/20/2023,11/13/23
https://www.tiktok.com/@killfallou/video/7276980493977996587,killfallou,2.2M,390.2K,"[ . Stick and stone, baguette double calvins takin off, Ben Every body talking about the double Calvin’s but bros got his jeans on backwards 🤔🤣🤣, JD the nod of approval 💀, M B First of all, danglin the belt is crazy. Second, DOUBLE Calvin Klein drawls???😭😭, Raskolnikov People in the back:🤨, GameTraveler The way the people in the background staring at them.😭, Oskar Bros pants on backwards, munro double calvins is crazy i’m not gonna lie, 🏔️ double calvins is absolutely pointless, Sniper_MONKE_69 Is bro wearing his pants backwards🤨💀, 9nndres Bawllls sweatin ot, 𝕃𝕠𝕤𝕥 𝔸𝕥𝕙𝕝𝕖𝕥𝕖. pause, ⠀ @leo us, ឵ bros cut in the back 😭, アレン ジェイ this performance art, Jazz pause bro, miah where da jeans fromm, enzoid damo mugen type r top goes harddd, ✮ Backwards jeans are hard.1w ago 0Reply]",28K,#fyp #fashion ,#fyp #fashion ,9/9/2023,11/13/23
https://www.tiktok.com/@gigiclothingg/video/7234914920893041946,gigiclothingg,28M,2.5M,"[ ParisHilton That’s hot😉, anzu ❤ my father would disown me if he saw me in that, הדס💓 That’s really really really mini, grace ur telling me that isn’t just a really large belt??, E<3 thats not the size of a belt that IS a belt, willow🍄 that wouldn’t cover 1/4 of my asscheek, mekkie That’s a headband, Ruby Life’s not that short, Christian✝️🇻🇦 Life’s short but that’s shorter, Welp Life ain’t that short, Jemma my lips would hang out, Cherries and wine 💋 Too long for me, chloe Too long, Melany That too mini skirt, Lea Khairallah Double it and giving it to the next person, D How teachers see the girls skirts when they’re just above there knees, K@ Nah that’s a micro skirt, haechan's tricycle☆¹²⁷ just wear a belt at this point, Rowan🫡 My mouth actually dropped like how, Ariana🫶🏻 Life ain’t that short💀]",135.2K,Paris said it not me x #secondhand #clothing #90sfashion #wholesaler #secondhandthrifts #vintageclothing #fashioninspo #fashion #outfitinspo #thrifthaulfinds #2000s #smallbusiness #cuteoutfitinspo #thriftfinds #y2k #thrifthaulstyling #thrift #misssixty #parishilton #fyp ,#secondhand #clothing #90sfashion #wholesaler #secondhandthrifts #vintageclothing #fashioninspo #fashion #outfitinspo #thrifthaulfinds #2000s #smallbusiness #cuteoutfitinspo #thriftfinds #y2k #thrifthaulstyling #thrift #misssixty #parishilton #fyp ,5/19/2023,11/13/23
